no,added_date,title,artist,genre,country,release_year,chart_source,chart_rank,source_type,data_confidence
591,2026.6.27,I Can't Wait To Get There,The Weeknd,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,82,billboard_hot100_bulk_backfill,low
592,2026.6.27,Easy Lover,Miley Cyrus,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,82,billboard_hot100_bulk_backfill,low
593,2026.6.27,Love You Different,Justin Bieber Featuring BEAM,Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,84,billboard_hot100_bulk_backfill,low
594,2026.6.27,Dadz Love,Justin Bieber & Lil B,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,84,billboard_hot100_bulk_backfill,low
595,2026.6.27,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,85,billboard_hot100_bulk_backfill,low
596,2026.6.27,Don't Break My Heart,The Weeknd,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,85,billboard_hot100_bulk_backfill,low
597,2026.6.27,All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,86,billboard_hot100_bulk_backfill,low
598,2026.6.27,I Dare You,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,86,billboard_hot100_bulk_backfill,low
599,2026.6.27,Beautiful,Carly Rae Jepsen Featuring Justin Bieber,Pop Ballad / Soft Pop,US/Global,2012,Billboard Hot 100 archive,87,billboard_hot100_bulk_backfill,low
600,2026.6.27,Loved By You,Justin Bieber Featuring Burna Boy,Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,87,billboard_hot100_bulk_backfill,low
601,2026.6.27,Heart Attack,Enrique Iglesias,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,88,billboard_hot100_bulk_backfill,low
602,2026.6.27,You're Mine (Eternal),Mariah Carey,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,88,billboard_hot100_bulk_backfill,low
603,2026.6.27,Better Believe,"Belly, The Weeknd & Young Thug",Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,88,billboard_hot100_bulk_backfill,low
604,2026.6.27,Love Song,Justin Bieber,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,88,billboard_hot100_bulk_backfill,low
605,2026.6.27,Last Time I Say Sorry,Kane Brown & John Legend,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,89,billboard_hot100_bulk_backfill,low
606,2026.6.27,Have Yourself A Merry Little Christmas,Sam Smith,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,90,billboard_hot100_bulk_backfill,low
607,2026.6.27,Show Me Love,Alicia Keys Featuring Miguel,Pop Ballad / Soft Pop,US/Global,2019,Billboard Hot 100 archive,90,billboard_hot100_bulk_backfill,low
608,2026.6.27,G.N.O. (Girl's Night Out),Miley Cyrus,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,91,billboard_hot100_bulk_backfill,low
609,2026.6.27,Stout-Hearted Men,Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1967,Billboard Hot 100 archive,92,billboard_hot100_bulk_backfill,low
610,2026.6.27,Leave Your Lover,Sam Smith,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,92,billboard_hot100_bulk_backfill,low
611,2026.6.27,Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,92,billboard_hot100_bulk_backfill,low
612,2026.6.27,I'll Be Home For Christmas,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,93,billboard_hot100_bulk_backfill,low
613,2026.6.27,Someone Else,Miley Cyrus,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,93,billboard_hot100_bulk_backfill,low
614,2026.6.27,Hearts Don't Break Around Here,Ed Sheeran,Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,93,billboard_hot100_bulk_backfill,low
615,2026.6.27,Stay The Night,James Blunt,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,94,billboard_hot100_bulk_backfill,low
616,2026.6.27,Where You Belong,The Weeknd,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,95,billboard_hot100_bulk_backfill,low
617,2026.6.27,Til It Happens To You,Lady Gaga,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,95,billboard_hot100_bulk_backfill,low
618,2026.6.27,LoveDrug,Lady Gaga,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,95,billboard_hot100_bulk_backfill,low
619,2026.6.27,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,97,billboard_hot100_bulk_backfill,low
620,2026.6.27,Are You Entertained,Russ & Ed Sheeran,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,97,billboard_hot100_bulk_backfill,low
621,2026.6.27,"Sam, You Made The Pants Too Long",Barbra Streisand,Pop Ballad / Soft Pop,US/Global,1966,Billboard Hot 100 archive,98,billboard_hot100_bulk_backfill,low
622,2026.6.27,As Long As You Love Me (Acoustic),Justin Bieber,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,98,billboard_hot100_bulk_backfill,low
623,2026.6.27,Thought I Knew You,Nicki Minaj Featuring The Weeknd,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,98,billboard_hot100_bulk_backfill,low
624,2026.6.27,Beautiful Pain,Eminem Featuring Sia,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,99,billboard_hot100_bulk_backfill,low
625,2026.6.27,Girl I've Always Been,Olivia Rodrigo,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,99,billboard_hot100_bulk_backfill,low
626,2026.6.27,Bejeweled,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
627,2026.6.27,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
628,2026.6.27,Can't Be Tamed,Miley Cyrus,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
629,2026.6.27,Smile,Juice WRLD & The Weeknd,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
630,2026.6.27,Who's Afraid Of Little Old Me?,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
631,2026.6.27,Karma,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
632,2026.6.27,Guilty As Sin?,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
633,2026.6.27,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
634,2026.6.27,Maroon,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
635,2026.6.27,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
636,2026.6.27,The Tortured Poets Department,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
637,2026.6.27,The 1,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,4,billboard_hot100_bulk_backfill,low
638,2026.6.27,"So Long, London",Taylor Swift,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
639,2026.6.27,Wood,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
640,2026.6.27,My Boy Only Breaks His Favorite Toys,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
641,2026.6.27,My Future,Billie Eilish,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
642,2026.6.27,II Most Wanted,Beyonce & Miley Cyrus,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
643,2026.6.27,K-POP,"Travis Scott, Bad Bunny & The Weeknd",Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
644,2026.6.27,Actually Romantic,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
645,2026.6.27,Florida!!!,Taylor Swift Featuring Florence + The Machine,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
646,2026.6.27,Eldest Daughter,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
647,2026.6.27,Judas,Lady Gaga,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
648,2026.6.27,Formation,Beyonce,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
649,2026.6.27,Cancelled!,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
650,2026.6.27,Vigilante Shit,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
651,2026.6.27,Burn,Ellie Goulding,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
652,2026.6.27,Our Song,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,16,billboard_hot100_bulk_backfill,low
653,2026.6.27,Feather,Sabrina Carpenter,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,21,billboard_hot100_bulk_backfill,low
654,2026.6.27,See You Again,Wiz Khalifa Featuring Charlie Puth,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
655,2026.6.27,Girls Like You,Maroon 5 Featuring Cardi B,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
656,2026.6.27,Without Me,Halsey,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
657,2026.6.27,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
658,2026.6.27,Slut! (Taylor's Version) [From The Vault],Taylor Swift,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
659,2026.6.27,Exile,Taylor Swift Featuring Bon Iver,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
660,2026.6.27,Question...?,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
661,2026.6.27,Bad Blood (Taylor's Version),Taylor Swift,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
662,2026.6.27,Jolene,Beyonce,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,7,billboard_hot100_bulk_backfill,low
663,2026.6.27,Speak Now,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
664,2026.6.27,Matilda,Harry Styles,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
665,2026.6.27,Change,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
666,2026.6.27,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
667,2026.6.27,Delicate,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
668,2026.6.27,The A Team,Ed Sheeran,Pop Ballad / Soft Pop,US/Global,2012,Billboard Hot 100 archive,16,billboard_hot100_bulk_backfill,low
669,2026.6.27,Low Life,Future Featuring The Weeknd,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,18,billboard_hot100_bulk_backfill,low
670,2026.6.27,Dance For You,Beyonce,Lyrical Pop,US/Global,2012,Billboard Hot 100 archive,78,billboard_hot100_bulk_backfill,low
671,2026.6.27,How You Remind Me,Nickelback,Pop Ballad / Soft Pop,US/Global,2001,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
672,2026.6.27,Big Girls Don't Cry,Fergie,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
673,2026.6.27,Shake It Off,Mariah Carey,Lyrical Pop,US/Global,2005,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
674,2026.6.27,Stupid Song,Olivia Rodrigo,Pop Ballad / Soft Pop,US/Global,2026,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
675,2026.6.27,Dope,Lady Gaga,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,8,billboard_hot100_bulk_backfill,low
676,2026.6.27,Honeybee,Olivia Rodrigo,Pop Ballad / Soft Pop,US/Global,2026,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
677,2026.6.27,If This Was A Movie,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
678,2026.6.27,Better In Time,Leona Lewis,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
679,2026.6.27,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
680,2026.6.27,Already Gone,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
681,2026.6.27,Bed Chem,Sabrina Carpenter,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,14,billboard_hot100_bulk_backfill,low
682,2026.6.27,Paradise,Coldplay,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,15,billboard_hot100_bulk_backfill,low
683,2026.6.27,Together Again,Janet,Pop Ballad / Soft Pop,US/Global,1997,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
684,2026.6.27,Love Somebody,Morgan Wallen,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
685,2026.6.27,Walk Away,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2006,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
686,2026.6.27,Too Good,Drake Featuring Rihanna,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,14,billboard_hot100_bulk_backfill,low
687,2026.6.27,Rumour Has It,Adele,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,16,billboard_hot100_bulk_backfill,low
688,2026.6.27,Karma,Alicia Keys,Pop Ballad / Soft Pop,US/Global,2004,Billboard Hot 100 archive,20,billboard_hot100_bulk_backfill,low
689,2026.6.27,Unstoppable,Sia,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,28,billboard_hot100_bulk_backfill,low
690,2026.6.27,Un-Break My Heart,Toni Braxton,Pop Ballad / Soft Pop,US/Global,1996,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
691,2026.6.27,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,Pop Ballad / Soft Pop,US/Global,1997,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
692,2026.6.27,We Are Young,fun. Featuring Janelle Monae,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
693,2026.6.27,One More Night,Maroon 5,Pop Ballad / Soft Pop,US/Global,2012,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
694,2026.6.27,Truth Hurts,Lizzo,Pop Ballad / Soft Pop,US/Global,2019,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
695,2026.6.27,Too Funky,George Michael,Lyrical Pop,US/Global,1992,Billboard Hot 100 archive,10,billboard_hot100_bulk_backfill,low
696,2026.6.27,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
697,2026.6.27,Loyalty.,Kendrick Lamar Featuring Rihanna,Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,14,billboard_hot100_bulk_backfill,low
698,2026.6.27,One Time,Justin Bieber,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,17,billboard_hot100_bulk_backfill,low
699,2026.6.27,Catch My Breath,Kelly Clarkson,Pop Ballad / Soft Pop,US/Global,2012,Billboard Hot 100 archive,19,billboard_hot100_bulk_backfill,low
700,2026.6.27,Bad,Wale Featuring Tiara Thomas Or Rihanna,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,21,billboard_hot100_bulk_backfill,low
701,2026.6.27,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,Pop Ballad / Soft Pop,US/Global,2019,Billboard Hot 100 archive,22,billboard_hot100_bulk_backfill,low
702,2026.6.27,Green Light,John Legend Featuring Andre 3000,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,24,billboard_hot100_bulk_backfill,low
703,2026.6.27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,Pop Ballad / Soft Pop,US/Global,2018,Billboard Hot 100 archive,24,billboard_hot100_bulk_backfill,low
704,2026.6.27,You're Makin' Me High/Let It Flow,Toni Braxton,Pop Ballad / Soft Pop,US/Global,1996,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
705,2026.6.27,Everything You Want,Vertical Horizon,Pop Ballad / Soft Pop,US/Global,2000,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
706,2026.6.27,Wait For U,Future Featuring Drake & Tems,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
707,2026.6.27,The Way You Move,OutKast Featuring Sleepy Brown,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
708,2026.6.27,Foolish Games/You Were Meant For Me,Jewel,Pop Ballad / Soft Pop,US/Global,1996,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
709,2026.6.27,Need You Now,Lady Antebellum,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,2,billboard_hot100_bulk_backfill,low
710,2026.6.27,You And Me,Lifehouse,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
711,2026.6.27,You Proof,Morgan Wallen,Pop Ballad / Soft Pop,US/Global,2022,Billboard Hot 100 archive,5,billboard_hot100_bulk_backfill,low
712,2026.6.27,I'm Yours,Jason Mraz,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,6,billboard_hot100_bulk_backfill,low
713,2026.6.27,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
714,2026.6.27,Hawai,Maluma & The Weeknd,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
715,2026.6.27,White Horse,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
716,2026.6.27,On My Mind,Ellie Goulding,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
717,2026.6.27,B**** Better Have My Money,Rihanna,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,15,billboard_hot100_bulk_backfill,low
718,2026.6.27,The Greatest,Sia Featuring Kendrick Lamar,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,18,billboard_hot100_bulk_backfill,low
719,2026.6.27,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,18,billboard_hot100_bulk_backfill,low
720,2026.6.27,Fifteen,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2008,Billboard Hot 100 archive,23,billboard_hot100_bulk_backfill,low
721,2026.6.27,Partition,Beyonce,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,23,billboard_hot100_bulk_backfill,low
722,2026.6.27,Hymn For The Weekend,Coldplay,Pop Ballad / Soft Pop,US/Global,2016,Billboard Hot 100 archive,25,billboard_hot100_bulk_backfill,low
723,2026.6.27,Water Under The Bridge,Adele,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,26,billboard_hot100_bulk_backfill,low
724,2026.6.27,Clocks,Coldplay,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,29,billboard_hot100_bulk_backfill,low
725,2026.6.27,King Of Anything,Sara Bareilles,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,32,billboard_hot100_bulk_backfill,low
726,2026.6.27,Lemon,N*E*R*D & Rihanna,Pop Ballad / Soft Pop,US/Global,2017,Billboard Hot 100 archive,36,billboard_hot100_bulk_backfill,low
727,2026.6.27,Heartbreak Hotel,Frijid Pink,Lyrical Pop,US/Global,1970,Billboard Hot 100 archive,72,billboard_hot100_bulk_backfill,low
728,2026.6.27,Say So,Doja Cat Featuring Nicki Minaj,Pop Ballad / Soft Pop,US/Global,2020,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
729,2026.6.27,Let Me Love You,Mario,Pop Ballad / Soft Pop,US/Global,2004,Billboard Hot 100 archive,1,billboard_hot100_bulk_backfill,low
730,2026.6.27,How To Save A Life,The Fray,Pop Ballad / Soft Pop,US/Global,2006,Billboard Hot 100 archive,3,billboard_hot100_bulk_backfill,low
731,2026.6.27,Wasted On You,Morgan Wallen,Pop Ballad / Soft Pop,US/Global,2021,Billboard Hot 100 archive,9,billboard_hot100_bulk_backfill,low
732,2026.6.27,Mean,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
733,2026.6.27,Get Him Back!,Olivia Rodrigo,Pop Ballad / Soft Pop,US/Global,2023,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
734,2026.6.27,Mistletoe,Justin Bieber,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,11,billboard_hot100_bulk_backfill,low
735,2026.6.27,Escape,Enrique Iglesias,Pop Ballad / Soft Pop,US/Global,2002,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
736,2026.6.27,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,Pop Ballad / Soft Pop,US/Global,2003,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
737,2026.6.27,Chihiro,Billie Eilish,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,12,billboard_hot100_bulk_backfill,low
738,2026.6.27,Ours,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
739,2026.6.27,Sing,Ed Sheeran,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
740,2026.6.27,7/11,Beyonce,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
741,2026.6.27,Adventure Of A Lifetime,Coldplay,Pop Ballad / Soft Pop,US/Global,2015,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
742,2026.6.27,Abracadabra,Lady Gaga,Pop Ballad / Soft Pop,US/Global,2025,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
743,2026.6.27,Do What U Want,Lady Gaga Featuring R. Kelly,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,13,billboard_hot100_bulk_backfill,low
744,2026.6.27,Unconditionally,Katy Perry,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,14,billboard_hot100_bulk_backfill,low
745,2026.6.27,Bury A Friend,Billie Eilish,Pop Ballad / Soft Pop,US/Global,2019,Billboard Hot 100 archive,14,billboard_hot100_bulk_backfill,low
746,2026.6.27,Dancing In The Flames,The Weeknd,Pop Ballad / Soft Pop,US/Global,2024,Billboard Hot 100 archive,14,billboard_hot100_bulk_backfill,low
747,2026.6.27,Shut Up And Drive,Rihanna,Pop Ballad / Soft Pop,US/Global,2007,Billboard Hot 100 archive,15,billboard_hot100_bulk_backfill,low
748,2026.6.27,Eenie Meenie,Sean Kingston & Justin Bieber,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,15,billboard_hot100_bulk_backfill,low
749,2026.6.27,It's Like That,Mariah Carey,Pop Ballad / Soft Pop,US/Global,2005,Billboard Hot 100 archive,16,billboard_hot100_bulk_backfill,low
750,2026.6.27,Best Thing I Never Had,Beyonce,Pop Ballad / Soft Pop,US/Global,2011,Billboard Hot 100 archive,16,billboard_hot100_bulk_backfill,low
751,2026.6.27,Sparks Fly,Taylor Swift,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,17,billboard_hot100_bulk_backfill,low
752,2026.6.27,Birthday,Katy Perry,Pop Ballad / Soft Pop,US/Global,2014,Billboard Hot 100 archive,17,billboard_hot100_bulk_backfill,low
753,2026.6.27,Both Of Us,B.o.B Featuring Taylor Swift,Pop Ballad / Soft Pop,US/Global,2012,Billboard Hot 100 archive,18,billboard_hot100_bulk_backfill,low
754,2026.6.27,Diva,Beyonce,Pop Ballad / Soft Pop,US/Global,2009,Billboard Hot 100 archive,19,billboard_hot100_bulk_backfill,low
755,2026.6.27,Fly,Nicki Minaj Featuring Rihanna,Pop Ballad / Soft Pop,US/Global,2010,Billboard Hot 100 archive,19,billboard_hot100_bulk_backfill,low
756,2026.6.27,Pour It Up,Rihanna,Pop Ballad / Soft Pop,US/Global,2013,Billboard Hot 100 archive,19,billboard_hot100_bulk_backfill,low
